Project Proponent,Agent,"Significantly Involved Person(s), Description of involvement",Project Name,Project ID,Method,Method URL,Method Type,Estimation or measurement approach or model,Project Description,Project activities,"Project suppressors, if applicable",Date Project Registered,Crediting period start date,Crediting period end date,Project location,Project location (postcode),"Project Area(s), where the project is an area based offsets project",Project Mapping File URL,Carbon Estimation Area mapping file URL,Supplementary project information,Model start date(s),"If the area-based project is covered by a regional natural resource management plan, is it consistent with that plan?",Joint Implementation project,Is the project area or project areas subject to a Carbon Maintenance Obligation (CMO)?,Conditional upon all regulatory approvals being obtained,Conditional upon the written consent of relevant interest holders,"Nominated Permanence Period, if applicable","Start date of permanence period, if applicable","Finish date of permanence period, if applicable",Contracted on,Contract ID,ACCUs Total units issued,KACCUs Total units issued,KACCUs Units Issued in Financial Year 2012/13,KACCUs Units Issued in Financial Year 2013/14,KACCUs Units Issued in Financial Year 2014/15,KACCUs Units Issued in Financial Year 2015/16,KACCUs Units Issued in Financial Year 2016/17,KACCUs Units Issued in Financial Year 2017/18,KACCUs Units Issued in Financial Year 2018/19,KACCUs Units Issued in Financial Year 2019/20,KACCUs Units Issued in Financial Year 2020/21,KACCUs Units Issued in Financial Year 2021/22,KACCUs Units Issued in Financial Year 2022/23,KACCUs Units Issued in Financial Year 2023/24,KACCUs Units Issued in Financial Year 2024/25,KACCUs Units Issued in Financial Year 2025/26,Name of person/s to whom the KACCUs issued,Total Number of KACCUs units relinquished,NKACCUs Total units issued,NKACCUs Units Issued in Financial Year 2012/13,NKACCUs Units Issued in Financial Year 2013/14,NKACCUs Units Issued in Financial Year 2014/15,NKACCUs Units Issued in Financial Year 2015/16,NKACCUs Units Issued in Financial Year 2016/17,NKACCUs Units Issued in Financial Year 2017/18,NKACCUs Units Issued in Financial Year 2018/19,NKACCUs Units Issued in Financial Year 2019/20,NKACCUs Units Issued in Financial Year 2020/21,NKACCUs Units Issued in Financial Year 2021/22,NKACCUs Units Issued in Financial Year 2022/23,NKACCUs Units Issued in Financial Year 2023/24,NKACCUs Units Issued in Financial Year 2024/25,NKACCUs Units Issued in Financial Year 2025/26,Name of person/s to whom the NKACCUs issued,Total Number of NKACCUs units relinquished,Enforceable undertaking URLs related to this project,Enforceable undertakings related to this project,Notes,Project revoked
WALLAROBBA CATTLE COMPANY PTY. LIMITED,Climate Friendly Pty Ltd,n/a,Tallawang Carbon Sequestration Project (Revoked),ERF101522,Carbon Credits (Carbon Farming Initiative) (Sequestering Carbon in Soils in Grazing Systems) Methodology Determination 2014 (Compilation No. 1),https://www.legislation.gov.au/Details/F2015C00582,Agriculture,n/a,This project increases carbon in soil in the grazing system by rejuvenating pastures.,Managing pasture,n/a,6/10/2015,1/09/2016,31/08/2041,New South Wales,2339,"2/DP751019

The project is in the Liverpool Plains local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101522.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,No,100,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,23/08/2024 This project has been revoked under section 30 of the CFI Rule.,Yes
Andrew Neil McInnerney; Leanne Mavis McInnerney,Climate Friendly Pty Ltd,n/a,Ularunda Regeneration Project,ERF101525,Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 3),https://www.legislation.gov.au/Details/F2018C00125,Vegetation,FullCAM 2020,This project establishes permanent native forests through assisted regeneration from in-situ seed sources (including rootstock and lignotubers) on land that was cleared of vegetation and where regrowth was suppressed for at least 10 years prior to the project having commenced.,"Cessation of mechanical or chemical destruction, or suppression, of regrowth; Management of the timing, and the extent, of grazing","Livestock; Mechanical or chemical destruction, or suppression, of regrowth",20/08/2015,30/06/2012,29/06/2037,Queensland,4468,"7/UL65

The project is in the Murweh local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101525.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101525_CEA.zip,n/a,1/02/2010,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,6/06/2017,5/06/2042,Nov-15,CAC102221,228758,226285,0,0,0,0,55278,16151,25092,19558,19157,18330,17375,5152,36811,13381,Andrew McInnerney,0,2473,0,0,0,0,2473,0,0,0,0,0,0,0,0,0,Andrew McInnerney,0,n/a,n/a,05/07/2023 Variation of project method - from Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 1)  to Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 3).,No
Stuart Timothy Keane and Jocelyn Margaret Keane as the Trustees for Willara Partners Family Trust,Climate Friendly Pty Ltd,n/a,Yarrawonga Willara Forest Regeneration Project,ERF101535,Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 1),https://www.legislation.gov.au/Details/F2015C00576,Vegetation,Reforestation Modelling Tool,This project establishes permanent native forests through assisted regeneration from in-situ seed sources (including rootstock and lignotubers) on land that was cleared of vegetation and where regrowth was suppressed for at least 10 years prior to the project having commenced.,"Cessation of mechanical or chemical destruction, or suppression, of regrowth; Management, in a humane manner, of feral animals","Feral Animals; Mechanical or chemical destruction, or suppression, of regrowth",30/09/2015,1/01/2011,31/12/2035,New South Wales,2840,"1/DP756207, 1092/762394
 
The project is in the Unincorporated NSW local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101535.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101535_CEA.zip,https://cer.gov.au/sites/default/files/projectFiles/ERF101535_CEA_info.pdf,1/02/2010,Yes,No,There is no carbon maintenance obligation on this project area,No,No,100,16/11/2016,15/11/2116,Nov-15,CAC102301,327152,321398,0,0,0,0,65850,19436,16835,18727,79148,28893,27564,26206,27061,11678,Stuart Timothy Keane and Jocelyn Margaret Keane as the Trustees for Willara Partners Family Trust,0,5754,0,0,0,0,5754,0,0,0,0,0,0,0,0,0,Stuart Timothy Keane and Jocelyn Margaret Keane as the Trustees for Willara Partners Family Trust,0,n/a,n/a,09/09/2016 Variation of participant name - from Stuart Timothy Keane and Jocelyn Margaret Keane to Stuart Timothy Keane and Jocelyn Margaret Keane as the Trustees for Willara Partners Family Trust,No
LGI Limited,n/a,n/a,Hawkesbury Landfill Gas Project,ERF101539,Carbon Credits (Carbon Farming Initiative-Landfill Gas) Methodology Determination 2015,https://www.legislation.gov.au/Details/F2015L00059,Waste,n/a,This project upgrades an existing landfill gas collection system to capture and combust gas generated at the landfill from legacy and non-legacy waste.,Continuing operation of landfill gas collection system operating under legacy or non-legacy waste methods,n/a,4/08/2015,14/03/2014,13/03/2021,New South Wales,2756,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,No,No,n/a,n/a,n/a,n/a,n/a,42529,42529,0,0,0,7022,5224,9026,8531,6741,5985,0,0,0,0,0,LGI Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,"21/09/2015 Variation to participant name - from Hawkesbury City Council to Landfill Gas Industries Pty Ltd.

08/10/2015 Variation to project method - from Carbon Farming (Capture and Combustion of Methane in Landfill Gas from Legacy Waste) Methodology Determination 2012 to Carbon Credits (Carbon Farming Initiative - Landfill Gas) Methodology Determination 2015.

04/05/2021 This project was contracted in November-15 and CAC102423 has now been completed.",No
KARBILL PTY LTD,Climate Friendly Pty Ltd,n/a,Glengeera Forest Regeneration Project,ERF101545,Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 1),https://www.legislation.gov.au/Details/F2015C00576,Vegetation,Reforestation Modelling Tool,This project establishes permanent native forests through assisted regeneration from in-situ seed sources (including rootstock and lignotubers) on land that was cleared of vegetation and where regrowth was suppressed for at least 10 years prior to the project having commenced.,"Cessation of mechanical or chemical destruction, or suppression, of regrowth; Management, in a humane manner, of feral animals","Feral Animals; Mechanical or chemical destruction, or suppression, of regrowth",25/08/2015,1/07/2011,30/06/2036,New South Wales,2840,"1/DP753558, 1/DP753559, 1019/DP762141, 2/DP753559, 2336/DP764300, 2340/DP764304, 2341/DP764305, 4676/DP767840, 5/DP753559, 5153/DP769015, 5739/DP768639, 5773/DP768673, 6294/DP768181, 6343/DP769235, 6344/DP769236, 7/DP753559, 8/DP753559
 
The project is in the Bourke local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101545.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101545_CEA.zip,https://cer.gov.au/sites/default/files/projectFiles/ERF101545_CEA_info.pdf,1/02/2010,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,24/11/2016,23/11/2041,Nov-15,CAC102267,228364,227523,0,0,0,0,36422,31103,24111,17642,21711,21357,20531,19014,19419,16213,KARBILL PTY LTD,0,841,0,0,0,0,841,0,0,0,0,0,0,0,0,0,KARBILL PTY LTD,0,"https://cer.gov.au/about-us/our-compliance-approach/enforceable-undertakings/completed-enforceable-undertakings/completed-enforceable-undertakings-2017;
https://cer.gov.au/about-us/our-compliance-approach/enforceable-undertakings/completed-enforceable-undertakings/completed-enforceable-undertakings-2018","The CER accepted an Enforceable Undertaking from Climate Friendly Pty Ltd with effect from 27 Sept 2016 to 11 Dec 2017;
The CER accepted an Enforceable Undertaking from Australian Carbon Traders Pty Ltd with effect from 4 Oct 2016 to 10 Aug 2018",30/09/2015 Variation to the project area - areas listed in the project have been removed,No
WEEMABAH PTY LTD,Climate Friendly Pty Ltd,n/a,Moombidary Forest Regeneration Project,ERF101548,Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 1),https://www.legislation.gov.au/Details/F2015C00576,Vegetation,Reforestation Modelling Tool,This project establishes permanent native forests through assisted regeneration from in-situ seed sources (including rootstock and lignotubers) on land that was cleared of vegetation and where regrowth was suppressed for at least 10 years prior to the project having commenced.,"Cessation of mechanical or chemical destruction, or suppression, of regrowth; Management of the timing, and the extent, of grazing","Livestock; Mechanical or chemical destruction, or suppression, of regrowth",31/08/2015,1/01/2013,31/12/2037,Queensland,4492,"2829/PH307

The project is in the Bulloo local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101548.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101548_CEA.zip,https://cer.gov.au/sites/default/files/projectFiles/ERF101548_CEA_info.pdf,1/01/2010,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,8/09/2017,7/09/2042,Nov-15,CAC102272,1246683,1246683,0,0,0,0,0,430449,120450,116602,115860,136184,56549,61565,122964,86060,WEEMABAH PTY LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
Woolworths Group Limited,n/a,n/a,Project Enlighten,ERF101573,Carbon Credits (Carbon Farming Initiative-Industrial Electricity and Fuel Efficiency) Methodology Determination 2015,https://www.legislation.gov.au/Details/F2015L00346,Energy Efficiency,n/a,"The avoidance of emissions through electricity and fuel efficiency activities including lighting upgrades, heating, ventilation and cooling system upgrades, boiler upgrades, and variable speed drive installation.","Building management control system; Control systems and processes; HVAC - Air heating and cooling; HVAC - Air heating, cooling, handling; Lighting; Other; Refrigeration; Variable speed drives",n/a,21/08/2015,21/08/2015,20/08/2022,"Australian Capital Territory, Northern Territory, Queensland, South Australia, Tasmania, Western Australia",n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,No,No,n/a,n/a,n/a,n/a,n/a,654966,654966,0,0,0,0,28105,39051,57004,118509,127236,137750,147311,0,0,0,Woolworths Group Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,31/08/2023 This project was contracted in May-16 and CAC102280 has now been completed.,No
ALFA (NT) Limited,n/a,n/a,South East Arnhem Land Fire Abatement Project (SEALFA) Project,ERF101624,Carbon Credits (Carbon Farming Initiative-Emissions Abatement through Savanna Fire Management) Methodology Determination 2015,https://www.legislation.gov.au/Details/F2015L00344,Savanna Fire Management,SavBAT 2.2,This project involves strategic and planned burning of savanna areas in the high rainfall zone during the early dry season to reduce the risk of late dry season wild fires.,Reducing fire emissions in the high rainfall area,n/a,18/08/2015,1/01/2011,31/12/2035,Northern Territory,0822,"1646

The project is in the East Arnhem, Roper Gulf local government areas.",https://cer.gov.au/sites/default/files/projectFiles/ERF101624.kml,n/a,n/a,n/a,Yes,No,n/a,No,No,n/a,n/a,n/a,Nov-15,CAC102494,371879,371879,0,0,0,0,92022,59949,3556,40495,39503,0,67014,0,42854,26486,ALFA (NT) Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,25/01/2017 Variation of project method - from Carbon Credits (Carbon Farming Initiative)(Reduction of Greenhouse Gas Emissions through Early Dry Season Savanna Burning-1.1) Methodology Determination 2013 to Carbon Credits (Carbon Farming Initiative - Emissions Abatement through Savanna Fire Management) Methodology Determination 2015.,No
Charles Peter Bailey; Karen Christina Bailey,Select Carbon Pty Ltd,n/a,Curragh Regeneration Project,ERF101626,Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 1),https://www.legislation.gov.au/Details/F2015C00576,Vegetation,Reforestation Modelling Tool,This project establishes permanent native forests through assisted regeneration from in-situ seed sources (including rootstock and lignotubers) on land that was cleared of vegetation and where regrowth was suppressed for at least 10 years prior to the project having commenced.,"Cessation of mechanical or chemical destruction, or suppression, of regrowth; Management of the timing, and the extent, of grazing","Livestock; Mechanical or chemical destruction, or suppression, of regrowth",27/07/2015,1/01/2014,31/12/2038,New South Wales,2840,"1/DP750330, 2/DP750330, 3/DP750330, 4/DP750330, 5723/DP768623, 5724/DP768624, 5776/DP768676, 5781/DP768682, 5784/DP768685
 
The project is in the Bourke local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101626.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101626_CEA.zip,n/a,1/01/2011,Yes,No,There is no carbon maintenance obligation on this project area,No,No,100,5/12/2016,4/12/2116,Nov-15,CAC102204,291483,291483,0,0,0,0,47018,11394,14692,54236,28784,33867,0,65044,0,36448,Anthony Bailey; Karen Bailey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,"24/12/2021 Variation to participant name - from Anthony Bailey, Karen Bailey and Charles Bailey to Karen Bailey and Charles Bailey.",No
Charles Allan Mitchell,Climate Friendly Pty Ltd,n/a,Gambolalley Regeneration Project,ERF101630,Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 1),https://www.legislation.gov.au/Details/F2015C00576,Vegetation,Reforestation Modelling Tool,This project establishes permanent native forests through assisted regeneration from in-situ seed sources (including rootstock and lignotubers) on land that was cleared of vegetation and where regrowth was suppressed for at least 10 years prior to the project having commenced.,"Management, in a humane manner, of feral animals",Feral Animals,25/08/2015,1/01/2012,31/12/2036,New South Wales,2835,"1/DP757339, 1251/DP762863, 2/DP757339, 2381/DP764344, 3/DP757339, 597/DP761560, 6440/DP761560, 963/DP762136

The project is in the Cobar local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101630.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101630_CEA.zip,n/a,1/03/2010,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,26/10/2016,25/10/2041,Nov-15,CAC102208,98583,96936,0,0,0,0,24679,7435,12019,9122,8977,8633,4275,11464,6834,3498,Charles Mitchell,0,1647,0,0,0,0,1647,0,0,0,0,0,0,0,0,0,Charles Mitchell,0,n/a,n/a,"08/12/2015 Variation to the project area - areas listed in the project have been removed

13/09/2019 Variation to participant name - from Mitchell, Janice Faye and Mitchell, Charles Allan to Mitchell, Charles Allan",No
Hugh Arthur Cameron; Marcia Joyce Cameron,Climate Friendly Pty Ltd,n/a,Wongalee Mervyndale and Rundalua Forest Regeneration Project,ERF101634,Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 1),https://www.legislation.gov.au/Details/F2015C00576,Vegetation,Reforestation Modelling Tool,This project establishes permanent native forests through assisted regeneration from in-situ seed sources (including rootstock and lignotubers) on land that was cleared of vegetation and where regrowth was suppressed for at least 10 years prior to the project having commenced.,"Cessation of mechanical or chemical destruction, or suppression, of regrowth; Management of the timing, and the extent, of grazing","Livestock; Mechanical or chemical destruction, or suppression, of regrowth",25/08/2015,30/06/2012,29/06/2037,Queensland,4468,"2/UL18, 5/UL21, 5105/PH595, 5155/SP272381
 
The project is in the Murweh local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101634.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101634_CEA.zip,n/a,1/03/2010,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,28/03/2018,27/03/2043,Nov-16,CAC401949,503430,501955,0,0,0,0,0,111517,86755,41233,49037,48284,46586,44212,20741,53590,Hugh Cameron,0,1475,0,0,0,0,0,1475,0,0,0,0,0,0,0,0,Hugh Cameron,0,n/a,n/a,n/a,No
Kingborough Council,n/a,n/a,Barretta Landfill Gas Project,ERF101638,Carbon Credits (Carbon Farming Initiative-Landfill Gas) Methodology Determination 2015,https://www.legislation.gov.au/Details/F2015L00059,Waste,n/a,This project installs a new landfill gas collection system to capture and combust gas generated at the landfill from legacy and non-legacy waste.,Continuing operation of landfill gas collection system operating under legacy or non-legacy waste methods,n/a,4/08/2015,20/03/2012,19/03/2019,Tasmania,7050,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,No,No,n/a,n/a,n/a,n/a,n/a,24227,24227,0,0,0,0,0,18940,0,5287,0,0,0,0,0,0,Kingborough Council,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,"20/10/2015 Variation of project method - from Carbon Farming (Capture and Combustion of Methane in Landfill Gas from Legacy Waste) Methodology Determination 2012 to Carbon Credits (Carbon Farming Initiative - Landfill Gas) Methodology Determination 2015.

05/09/2019 This project was contracted in Dec-18 and CAC354122 has now been completed.",No
Terra Carbon Pty Limited,n/a,n/a,Rose Isle Human-Induced Regeneration Project,ERF101641,Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 1),https://www.legislation.gov.au/Details/F2015C00576,Vegetation,n/a,This project establishes permanent native forests through assisted regeneration from in-situ seed sources (including rootstock and lignotubers) on land that was cleared of vegetation and where regrowth was suppressed for at least 10 years prior to the project having commenced.,"Management of the timing, and the extent, of grazing; Management, in a humane manner, of feral animals",Feral Animals; Livestock,10/07/2015,1/01/2013,31/12/2037,New South Wales,2840,"1/DP757334, 14/DP757361, 4764/DP767979, 5923/DP768184, 5924/DP768184, 6198/DP769050, 6203/DP769055, 626/DP761644, 8/DP757361
 
The project is in the Bourke local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101641.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101641_CEA.zip,n/a,31/12/2011,Yes,No,There is no carbon maintenance obligation on this project area,No,No,100,23/09/2016,22/09/2116,Apr-16,CAC102142,156675,156675,0,0,0,0,23475,0,23765,28318,18445,18813,14364,17247,12248,0,Terra Carbon Pty Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
Terra Carbon Pty Limited,n/a,n/a,Bloodwood Native Forest Protection Project,ERF101645,Carbon Credits (Carbon Farming Initiative-Avoided Deforestation 1.1) Methodology Determination 2015,https://www.legislation.gov.au/Details/F2015L00347,Vegetation,Allometric equations applied to tree measurements collected through biomass surveys conducted within the project area to determine carbon stock.,"This project protects the native forest from being deforested (cleared) and the land from being converted to an agricultural system, where a clearing permit was issued before 1 July 2010.",Avoids emissions by not clearing native forest,n/a,10/07/2015,1/10/2010,30/09/2025,New South Wales,2840,"1739/DP764062, 2541/DP764564

The project is in the Bourke local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101645.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101645_CEA.zip,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,No,100,17/05/2016,16/05/2116,Apr-16,CAC102131,279056,279056,0,0,0,95986,14480,24231,18416,27721,18656,18718,18719,14099,23354,4676,Terra Carbon Pty Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,02/10/2015 Variation of project method - from Carbon Credits (Carbon Farming Initiative) (Avoided Deforestation) Methodology Determination 2013 (made on 23 June 2013) to Carbon Credits (Carbon Farming Initiative - Avoided Deforestation 1.1) Methodology Determination 2015.,No
David Leslie Snelson,Climate Friendly Pty Ltd,n/a,Yarrawonga Cobar Regeneration Project,ERF101651,Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 3),https://www.legislation.gov.au/Details/F2018C00125,Vegetation,FullCAM 2020,This project establishes permanent native forests through assisted regeneration from in-situ seed sources (including rootstock and lignotubers) on land that was cleared of vegetation and where regrowth was suppressed for at least 10 years prior to the project having commenced.,"Cessation of mechanical or chemical destruction, or suppression, of regrowth; Management, in a humane manner, of feral animals","Feral Animals; Mechanical or chemical destruction, or suppression, of regrowth",7/09/2015,1/01/2011,31/12/2035,New South Wales,2835,"411/DP761200, 5931/DP768819, 5932/DP768820, 5941/DP768826
 
The project is in the Cobar local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101651.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101651_CEA.zip,https://cer.gov.au/sites/default/files/projectFiles/ERF101651_CEA_info.pdf,1/02/2010,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,1/07/2016,30/06/2041,Nov-15,CAC102278,161562,158100,0,0,0,0,36352,11229,12843,21644,14302,6837,20010,1134,24864,8885,David Snelson,0,3462,0,0,0,0,3462,0,0,0,0,0,0,0,0,0,David Snelson,0,n/a,n/a,13/07/2023 Variation of project method - from Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 - Compilation 1 to Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 - Compilation 3.,No
KASSIOTIS INVESTMENTS PTY LTD,Select Carbon Pty Ltd,n/a,Richmond Regeneration Project,ERF101654,Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 3),https://www.legislation.gov.au/Details/F2018C00125,Vegetation,n/a,This project establishes permanent native forests through assisted regeneration from in-situ seed sources (including rootstock and lignotubers) on land that was cleared of vegetation and where regrowth was suppressed for at least 10 years prior to the project having commenced.,"Cessation of mechanical or chemical destruction, or suppression, of regrowth; Management of the timing, and the extent, of grazing; Management, in a humane manner, of feral animals","Feral Animals; Livestock; Mechanical or chemical destruction, or suppression, of regrowth",2/09/2015,1/01/2011,31/12/2035,New South Wales,2840,"4681/DP767845, 5427/DP768338, 7/DP751919

The project is in the Bourke local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101654.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF101654_CEA.zip,n/a,1/02/2009,Yes,No,There is no carbon maintenance obligation on this project area,No,No,100,8/08/2016,7/08/2116,Nov-15,CAC102315,70343,68384,0,0,0,0,21420,0,17934,7251,7348,7995,0,6436,0,0,John Thatcher; KASSIOTIS INVESTMENTS PTY LTD,0,1959,0,0,0,0,1766,0,193,0,0,0,0,0,0,0,John Thatcher,0,n/a,n/a,"06/12/2022 Variation to participant name - from John Thatcher to Kassiotis Investments Pty Ltd

05/09/2023 Variation of project method - from Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 1) to Carbon Credits (Carbon Farming Initiative) (Human-Induced Regeneration of a Permanent Even-Aged Native Forest-1.1) Methodology Determination 2013 (Compilation No. 3)",No
"LEWIS, JAMES BENJAMIN",n/a,n/a,Western Top End Fire Management Project Area A (Revoked),ERF101660,Carbon Credits (Carbon Farming Initiative) (Reduction of Greenhouse Gas Emissions through Early Dry Season Savanna Burning-1.1) Methodology Determination 2013,https://www.legislation.gov.au/Details/F2013L01165,Savanna Fire Management,n/a,This project involves the strategic and planned burning of savanna areas during the early dry season to reduce the risk of late dry season wild fires.,Reduction of Greenhouse Gas Emissions through Early Dry Season Savanna Burning,n/a,2/09/2015,1/01/2014,31/12/2038,Northern Territory,"0822, 0852","1637, 5120
 
The project is in the Victoria Daly local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101660.kml,n/a,n/a,n/a,Yes,No,n/a,No,Yes,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,"04/11/2017 This project was contracted in April-16 and CAC102597 has now been terminated or lapsed.

11/04/2018 This project has been revoked under section 30 of the CFI Rule.",Yes
"LEWIS, JAMES BENJAMIN",n/a,n/a,Western Top End Fire Management Project Area B (Revoked),ERF101662,Carbon Credits (Carbon Farming Initiative) (Reduction of Greenhouse Gas Emissions through Early Dry Season Savanna Burning-1.1) Methodology Determination 2013,https://www.legislation.gov.au/Details/F2013L01165,Savanna Fire Management,n/a,This project involves the strategic and planned burning of savanna areas during the early dry season to reduce the risk of late dry season wild fires.,Reduction of Greenhouse Gas Emissions through Early Dry Season Savanna Burning,n/a,2/09/2015,1/01/2015,31/12/2039,Northern Territory,0822,"3841, 4058, 4059, 4200, 5919, 5990
 
The project is in the Victoria Daly local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF101662.kml,n/a,n/a,n/a,Yes,No,n/a,No,Yes,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,"11/04/2018 This project has been revoked under section 30 of the CFI Rule.

23/05/2018 This project was contracted in Nov-16 and CAC141634 has now been terminated or lapsed.",Yes
